Name,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,UnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,ReorderPoint,ReorderQuantity,DefaultLocation,DefaultSublocation,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,SKU,Machine S/No,IsActive,,
"BRAND MEDITECH INFUSION PUMP,   UNIT  ",SUNSHINE MEDICAL,Stockable,FALSE,,,,", BRAND MEDITECH INFUSION PUMP, BD-6000",0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"BRAND MEDITECH SYRING PUMP, UNIT",SUNSHINE MEDICAL,Stockable,FALSE,,,,"BRAND MEDITECH SYRING PUMP, BD-5000",0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
Bucket for 1 blood bag system max. 6500ml ,SIGMA,Stockable,FALSE,,,,Bucket for 1 blood bag system max. 6500ml ,0,-100,FALSE,FALSE,385000,,Sigma Laborzentrifugen GmbH,13625,1045,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"BUCKET STAINLESS AUTOCLAVE, UNTI   ",SUNSHINE MEDICAL,Stockable,FALSE,,,,BUCKET STIANLESS AUTOCLAVE,298000,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
BUFFER ONE INTAKE TUBE,Elitech,Stockable,FALSE,,,,BUFFER ONE INTAKE TUBE,57000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BUFFER SALT,SUNSHINE MEDICAL,Stockable,FALSE,,,,"LOT:10033714, EXP: 2020/12",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BUILDING OF SHELVES WITH GLOSSY PLYWOOD IN THE SHOWROOM 1,FACILITY MAINTENANCE,Stockable,FALSE,,,,BUILDING OF SHELVES WITH GLOSSY PLYWOOD IN THE SHOWROOM 1 ,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BULB FOR ACT 5 DIFF MACHINE,Elitech,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BULBS,SUNSHINE MEDICAL,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Bulky stand,EDAN INSTRUMENTS INC,Stockable,FALSE,,,,Bulky stand,400000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Bursen burner,Unimed,Stockable,FALSE,,,,Make: Medsteel,5000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"BUSH DISTANCE , M4X8X12 ",ELITECH SPARE PARTS,Stockable,FALSE,,,,",BUSH DISTANCE , 3105-038",0,,FALSE,FALSE,0,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"BUSH,   UNIT ",ELITECH SPARE PARTS,Stockable,FALSE,,,,"BUSH,4105-214",4024.8,0,FALSE,FALSE,4024.8,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
BXC-V1000M BIOBASE MEDICAL REFRIGERATOR (1000M),BIOBASE,Stockable,FALSE,,,,BXC-V1000M BIOBASE MEDICAL REFRIGERATOR(1000L),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BXC-V130 MEDICAL REFRIGERATOR(130L),BIOBASE,Stockable,FALSE,,,,BXC-V130 MEDICAL REFRIGERATOR (130L),0,-100,FALSE,FALSE,186597.0941,,"SunShine Medical Equipment Co., Ltd.",BXC-V130,280,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BXC-V1500M BIOBASE MEDICAL REFRIGERATOR (1500L),BIOBASE,Stockable,FALSE,,,,BXC-V1500M BIOBASE MEDICAL REFRIGERATOR (1500L),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BXC-V360M BIOBASE MEDICAL REFRIGERATOR (360L),BIOBASE,Stockable,FALSE,,,,BXC-V360M MEDICAL REFRIGERATOR (360L),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
BXC-V650M BIOBASE MEDICAL REFRIGERATOR(,BIOBASE,Stockable,FALSE,,,,BXC-V650M BIOBASE MEDICAL REFRIGERATOR(650),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
C LIQUID SENSOR,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,"C liquid sensor, P12.15.323013-00",0,-100,FALSE,FALSE,11832.89448,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",P12.15.323013-00,25,DCLSP318,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"C STANDARD, BTL ",LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,DS-C STANDARD C 400ML ,32556,1164.619733,FALSE,FALSE,2574.37071,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",P14.03.105025-00,9,DCLCCR1210,10,100,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
"C WASH SOLUTION, BTLS ",BIOLYTE,Stockable,FALSE,,,,btls,0,,FALSE,FALSE,0,,BIOLYTE,DCLSKU1271,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1271,,TRUE,,
CA 125,Veda lab,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,VEDA-LAB,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CA 125,  PK ",Veda lab,Stockable,FALSE,,,,"CA-125, 74093 ",33630,173.3561506,FALSE,FALSE,12302.63154,,VEDA-LAB,74093,17,DCLCCR1138,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
CA 15-3 CHECK,Veda lab,Stockable,FALSE,,,,CA 15-3 CHECK 68093,42000,125.4237296,FALSE,FALSE,18631.57888,,VEDA-LAB,68093,35.4,DCLCCR1292,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CA 19-9 CHECK,Veda lab,Stockable,FALSE,,,,CA 19-9 CHECK 69093,33630,26.64574684,FALSE,FALSE,26554.38563,,VEDA-LAB,69093,35.4,DCLCCR1293,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CA++ ELECTRODE, P C ",BIOLYTE,Stockable,FALSE,,,,P c,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"CA2+ ELECTRODE, PCS ",Convergent Reagent,Stockable,FALSE,,,,pcs,69500,0,FALSE,FALSE,69500,,Convergent Technologies GmbH & Co. KG,,0,DCLSP149,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Ca2+ Internal Solution,OPTIKA,Stockable,FALSE,,,,,28800,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CABINET,PC   ",SUNSHINE MEDICAL,Stockable,FALSE,,,,   pc  ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
CABLE TIES,ABOTT,Stockable,FALSE,,,,153-0101-100-25,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAL A,BAUR,Stockable,FALSE,,,,"A EXCURSION CALIBRATION , 350ML, LOT:20150532, EXP:2017/10/17",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAL A, BTLS  ",BAUR,Stockable,FALSE,,,,BTLS ,0,,FALSE,FALSE,0,,BAUR BIOMEDICAL ELECTRONICS,DCLSKU1519,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1519,,TRUE,,
CAL B,SUNSHINE MEDICAL,Stockable,FALSE,,,,"B SLOPE CALIBRATION , 350ML, LOT: 20140532, EXP: 2017/10/17",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAL B, BTLS  ",BAUR,Stockable,FALSE,,,,BTLS ,0,,FALSE,FALSE,0,,BAUR BIOMEDICAL ELECTRONICS,DCLSKU1520,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1520,,TRUE,,
"CAL PROTECTIN CHECK-1, PK  ",Veda lab,Stockable,FALSE,,,,PK ,29260,-18.63181313,FALSE,FALSE,35960,,VEDA-LAB,,0,DCLCCR1156,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
"CALCIUM  ELECTRODE,   P C ",LABJENIKS RGT & MACHINES,Stockable,FALSE,,,," CALCIUM ELECTRODE, S/N: 84L171149",100000,82.43136704,FALSE,FALSE,54815.13493,,"Genrui Biotech Inc.
(LABJENIKS Q-LYTE)",,68,DCLSP283,2,5,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
CALCIUM ARSENAZO,Giesse reagents,Stockable,FALSE,,,,4 x 100ml,8880,0,FALSE,FALSE,8880,,Giesse Diagnostics,,0,DCLCCR1093,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
CALCIUM ARSENAZO 12X20 ML,Elitech,Stockable,FALSE,,,,CALCIUM ARSENAZO CALA-0250,0,-100,FALSE,FALSE,8294.73684,,Elitech Distribution (Reagents),CALA-0250,15.76,DCLCCR1367,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CALCIUM ARSENAZO, 2X 125 ML ",Elitech,Stockable,FALSE,,,,"Calcium Arsenazo, CALA-0600, 2x 125 ml,2019/2  ",12923.44,200.6835517,FALSE,FALSE,4298.02027,,Elitech Distribution (Reagents),CALA-0600,7.77,DCLCCR1105,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"CALCIUM CHLORIDE, 6X10ML ",Giesse reagents,Stockable,FALSE,,,,"Calcium Chloride ,6X0ML  ,1009",16315,44.04543031,FALSE,FALSE,11326.2878,,Giesse Diagnostics,1009,4.2,DCLCCR1091,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
CALCIUM ELECTRODE,MEDICA,Stockable,FALSE,,,,"CALCIUM ELECTRODE, ",69000,72.5,FALSE,FALSE,40000,,Medica Corporation,7207,92,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,7207,,TRUE,,
CALCIUM REFERENCE ELECTRODE,YAMATO,Stockable,FALSE,,,,CALCIUM REFERENCE ELECTRODE,0,-100,FALSE,FALSE,40000,,Medica Corporation,2152,92,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Calcium(Ca+)Internal Solution,BIOLYTE,Stockable,FALSE,,,,,28800,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CALIBRANT FLUID PACK CP100,EDAN INSTRUMENTS INC,Stockable,FALSE,,,,100 TEST/PACK(6 PACKS/SET),0,-100,FALSE,FALSE,132292.1354,,EDAN INSTRUMENTS INC,83.67.240 999,300,DCLCC1007,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CALIBRATED HALOGEN LAMP, PC ",Gesan,Stockable,FALSE,,,,PC,0,,FALSE,FALSE,0,,Gesan,,0,DCLSP192,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Calibration and service,Haier blood Bank,Stockable,FALSE,,,,,36000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
calibration B,BIOLYTE,Stockable,FALSE,,,,,24375,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CALIBRATION DEVICE,Veda lab,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,DCLCCR 1268,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Calibration of imbalance Detector and Service Charge,Drager,Stockable,FALSE,,,,"NUVE NF 800R, S/N:04.1308",50000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CALIBRATION REAGENT,AUDICOM,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,btl,,1,1,,1,1,,,,,,,,TRUE,,
Calibration Solution A,BIOLYTE,Stockable,FALSE,,,,,24375,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Calibration Solution B,BIOLYTE,Stockable,FALSE,,,,,24375,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CALIBRATOR 1, 400ML ",Convergent Reagent,Stockable,FALSE,,,,400ml,30468.75,56.25,FALSE,FALSE,19500,,Convergent Technologies GmbH & Co. KG,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
"CALIBRATOR 2, 200ML ",Convergent Reagent,Stockable,FALSE,,,,200ml,30468.75,,FALSE,FALSE,0,,Convergent Technologies GmbH & Co. KG,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,btl,,1,1,,1,1,,,,,,,,TRUE,,
CANNULA BLUE,GENERAL CONSUMABLES,Stockable,FALSE,,,,CANNULA BLUE,0,-100,FALSE,FALSE,2900,,KINGS SCIENCE WARES NIGERIA LTD,,2900,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CANNULA GREEN,GENERAL CONSUMABLES,Stockable,FALSE,,,,CANULA GREEN,0,-100,FALSE,FALSE,2900,,KINGS SCIENCE WARES NIGERIA LTD,,2900,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CANNULA PINK,GENERAL CONSUMABLES,Stockable,FALSE,,,,CANNULA PINK,0,-100,FALSE,FALSE,2900,,KINGS SCIENCE WARES NIGERIA LTD,,2900,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CANNULA YELLOW,BIOGENEX,Stockable,FALSE,,,,CANNULA YELLOW,0,-100,FALSE,FALSE,3500,,KINGS SCIENCE WARES NIGERIA LTD,,3500,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAP FOR SEALED BUKETS,NUVE,Stockable,FALSE,,,,CAP FOR SEALED BUCKETS Z10.K04 256,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,Z15.K04 256,,TRUE,,
capacity refrigerated centrifuge,Thermofisher,Stockable,FALSE,,,,8 x 550ml v+10,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,8 x 550ml v+10,,TRUE,,
"CAPICLEAN ENZYMATIC SOLUTION, 25ML ",SERBIA,Stockable,FALSE,,,,25ML,0,,FALSE,FALSE,0,,SERBIA,DCLSKU1314,0,DCLSP284,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,DCLSKU1314,,TRUE,,
CAPILLARY CARTRIDGE,SERBIA,Stockable,FALSE,,,,10046286BS,329600,,FALSE,FALSE,0,,,,,DCLSP291,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
Capillary Tube ,ABOTT,Stockable,FALSE,,,,Capillary Tube ,1000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Capillary tube Sealant ,Himedia,Stockable,FALSE,,,,"Make: Himedia, 500g",26000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAPILLARY TUBES, PER VIALS ",MEDICA,Stockable,FALSE,,,,"CAPILLARY TUBES, 7303",36000,0,FALSE,FALSE,36000,,Medica Corporation,7303,36000,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,7303,,TRUE,,
CAPI-PROTECT,SERBIA,Stockable,FALSE,,,,2059,58560,,FALSE,FALSE,0,,,,,,0,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP 2-20UL PIPETTE,CAPP ,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP 5-50ul pipette,CAPP ,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP AERO 384,CAPP ,Stockable,FALSE,,,,20 -200UL,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP AERO96 10 -100UL,CAPP ,Stockable,FALSE,,,,10 -100UL,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP BLOOD ROLLER MIXER,CAPP ,Stockable,FALSE,,,,CRR08X,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAPP BRAVO PIPETTE, 1-10 ML ",CAPP ,Stockable,FALSE,,,,"Capp bravo pipette, B10000-1, 1-10 ML",36000,0,FALSE,FALSE,36000,,CAPP,B10000-1,36000,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,B10000-1,,TRUE,,
CAPP CLINICAL CENTRIFUGE ,CAPP ,Stockable,FALSE,,,,CRC-658,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAPP CLINICAL CENTRIFUGE, UNT ",CAPP ,Stockable,FALSE,,,,656,0,,FALSE,FALSE,0,,CAPP,CR-656,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,in showroom,CR-656,,TRUE,,
CAPP PIPETTE 100-1000UL ,CAPP ,Stockable,FALSE,,,,100-1000ul,33600,0,FALSE,FALSE,33600,,CAPP,B1000-1,33600,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,B1000-1,,TRUE,,
"CAPP PIPETTE STAND, 5 STANDS ",CAPP ,Stockable,FALSE,,,,5 STANDS,8400,0,FALSE,FALSE,8400,,CAPP,C-05,8400,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,C-05,,TRUE,,
"CAPP PIPETTE STAND, STAND ",CAPP ,Stockable,FALSE,,,,STAND,0,,FALSE,FALSE,0,,CAPP,C-04,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,C-04,,TRUE,,
"CAPP PIPETTE, 0.5-10UL ",CAPP ,Stockable,FALSE,,,,0.5-10ul,33600,0,FALSE,FALSE,33600,,CAPP,B10-1,33600,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,B10-1,,TRUE,,
"CAPP PIPETTE, 20-200UL ",CAPP ,Stockable,FALSE,,,,20-200ul,34800,0,FALSE,FALSE,34800,,CAPP,C200-1A,34800,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,C200-1A,,TRUE,,
"Capp pipette, variable",Haier blood Bank,Stockable,FALSE,,,,"vol. 0.1-2 µl, Bravo",86400,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"Capp pipette, variable ecopipette",Haier blood Bank,Stockable,FALSE,,,,"vol. 0.5-10 µl,",84600,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"CAPP PIPPETTE, 1-5ML ",CAPP ,Stockable,FALSE,,,,"Make: Capp
Model: Bravo
5 different size ranges
1-10ul, 100-100ul, 100-1000ul, 1ml-5ml, 2ml–10ml, Country of manufacture:  Denmark
",37600,0,FALSE,FALSE,37600,,CAPP,C5000-IA,37600,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,C5000-IA,,TRUE,,
"CAPP RANDO CENTRIFUGE VAR SPEED,  ",CAPP ,Stockable,FALSE,,,,"CAPP RANDO CENTRIFUGE VAR SPEED, CR-68X",0,,FALSE,FALSE,0,,CAPP,CR-68X,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,CR-68X,,TRUE,,
CAPP REAGENT RESERVIOR,CAPP ,Stockable,FALSE,,,,CA 40505 30ML FOR 8 CHANNEL,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP REAGENT RESERVOIR,CAPP ,Stockable,FALSE,,,,CA 40510 40ML FOR 12 CHANNEL,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Capp Rondo Clinical Centrifuge,Haier blood Bank,Stockable,FALSE,,,,6500rpm/ 3873g for 8x 15mL tubes,515700,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP RONDO DIGITAL STIRRER,CAPP ,Stockable,FALSE,,,,CRS- 15X,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPP RONDO MICRO CENTRIFUGE,CAPP ,Stockable,FALSE,,,,M08 VT,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Capp Rondo Plate Shaker,Haier blood Bank,Stockable,FALSE,,,,1800rpm w/ adjust. speed and timer,173700,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPPILARY CARTRIDGE,Elitech,Stockable,FALSE,,,,CAPPILARY CATRIDGE,0,,FALSE,FALSE,0,, MAXMAT ,10046286BS,197,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CAPPILARYS HEMOGLOBIN,Elitech,Stockable,FALSE,,,,CAPPILARY HEMOGLOBIN,0,,FALSE,FALSE,0,, MAXMAT ,2007,405,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Cardiac Reader,Fine Care,Stockable,FALSE,,,,"Make:  Fincare
Model: Fincare 11 FIA meter
Sample: Wholeblood/Serum/Plasma/Urine
Parameters: 
",750000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Carmeco Syringe holder for specimen collection,OPTIKA,Stockable,FALSE,,,,"	The Belpro Syringe Holder allows quick, easy fine-needle aspirations to be performed.
	The needle can be precisely controlled and guided with one hand.
	The holder makes apossible a rapid, inexpensive technique for aspiration biopsy.
",66000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Carmel hair brush,SUNSHINE MEDICAL,Stockable,FALSE,,,,"	Material: Nylon
	For use: Used to collect specimens for sexually transmitted disease (STD) testing
	Length: 20.3cm
Quantity: 500 Case
",1300,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Carousel Tissue Stainer System,SLEE,Stockable,FALSE,,,,"Make: Slee
Model: MSM
Country of manufacture: Germany
Features: Equipped with either 12 or 24 incubation stations that contain up to 400 ml. An integrated battery ensures highest process safety even in environments with frequent power failures. Efficient fume extraction system thereby increasing user safety. Easy loading by rotating table principle. Flex-programming allows different protocols while utilizing the same reagents
",91980,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Cassettes,OPTIKA,Stockable,FALSE,,,,"This base and the lid are connected and have a snap-latch and hinge-lock design that allows for one-handed operation for closing and securing the lid to the base.
Lids can be opened and closed as often as needed. Large anterior writing area is at a 35 degree angle.
",44450,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CASTING TRAY FOR GEL,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,Hoefer Gel Casting Accessories for HE 99X Max submarine Units. Casting kits,570,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Cat #244443S,BioMérieux,Stockable,FALSE,,,,Green laser,25536037.5,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Cat #258204S,BioMérieux,Stockable,FALSE,,,,Laser safety cable,102637.5,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Cat #258212S,BioMérieux,Stockable,FALSE,,,,Laser safety cable 2,170775,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
CATALOGUE,CAPP ,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
